Set,No,Pool,Sub-Pool,#s,Count,Name,Reprint,Sub-Pool: Resource,Sub-Pool: Cost,Sub-Pool: Card Type,Duplicate Calc,Summary,
X:C,9,Hero,Cyclops,11-12,2,Ricochet Beam,,Hero: CyclopsEnergy,Hero: Cyclops2,Hero: CyclopsEvent,X:C,X:CHero,X:C2
X:C,10,Hero,Cyclops,13-15,3,Tactical Brilliance,,Hero: CyclopsMental,Hero: Cyclops2,Hero: CyclopsEvent,X:C,X:CHero,X:C3
X:C,11,Aspect,Leadership,,1,Beast / Hank McCoy,,Aspect: LeadershipMental,Aspect: Leadership4,Aspect: LeadershipAlly,X:C,X:CAspect: Leadership,X:C1
X:C,12,Aspect,Aggression,,1,Dust / Sooraya Qadir,,Aspect: AggressionEnergy,Aspect: Aggression3,Aspect: AggressionAlly,X:C,X:CAspect: Aggression,X:C1
X:C,13,Aspect,Protection,,1,Rockslide / Santo Vaccarro,,Aspect: ProtectionPhysical,Aspect: Protection4,Aspect: ProtectionAlly,X:C,X:CAspect: Protection,X:C1
X:C,14,Aspect,Justice,,1,Blindfold / Ruth Aldine,,Aspect: JusticePhysical,Aspect: Justice3,Aspect: JusticeAlly,X:C,X:CAspect: Justice,X:C1
X:C,15,Aspect,Leadership,,3,Coordinated Attack,,Aspect: LeadershipPhysical,Aspect: Leadership1,Aspect: LeadershipUpgrade,X:C,X:CAspect: Leadership,X:C3
X:C,16,Aspect,Leadership,,3,Danger Room Training,,Aspect: LeadershipMental,Aspect: Leadership1,Aspect: LeadershipUpgrade,X:C,X:CAspect: Leadership,X:C3
X:C,17,Aspect,Leadership,,3,Teamwork (X),.N,Aspect: LeadershipEnergy,Aspect: Leadership0,Aspect: LeadershipEvent,X:C.N,X:CAspect: Leadership,X:C3
X:C,18,Aspect,Leadership,,2,Effective Leadership,,Aspect: LeadershipWild,Aspect: Leadership-,Aspect: LeadershipResource,X:C,X:CAspect: Leadership,X:C2
X:C,19,Basic,,,1,Angel / Warren Worthington III,,Basic: Physical,Basic: 3,Basic: Ally,X:C,X:CBasic,X:C1
X:C,20,Basic,,,1,Utopia,,Basic: Physical,Basic: 2,Basic: Support,X:C,X:CBasic,X:C1
X:C,21,Basic,,,1,Danger Room,,Basic: Energy,Basic: 2,Basic: Support,X:C,X:CBasic,X:C1
X:C,22,Basic,,,3,Game Time,,Basic: Energy,Basic: 0,Basic: Event,X:C,X:CBasic,X:C3
X:C,23,Basic,,,1,Psychic Rapport,,Basic: Mental,Basic: 2,Basic: Event,X:C,X:CBasic,X:C1
X:C,24,Basic,,,1,Energy (X),.R,Basic: Energy,Basic: -,Basic: Resource,X:C.R,X:CBasic,X:C1
X:C,25,Basic,,,1,Genius (X),.R,Basic: Mental,Basic: -,Basic: Resource,X:C.R,X:CBasic,X:C1
X:C,26,Basic,,,1,Strength (X),.R,Basic: Physical,Basic: -,Basic: Resource,X:C.R,X:CBasic,X:C1
X:C,27,Obligation,Cyclops,,1,Lost Visor,,Obligation: Cyclops2,Obligation: Cyclops-,Obligation: CyclopsObligation,X:C,X:CObligation,X:C1
X:C,28,Nemesis,Cyclops,,1,Genetic Manipulation,,Nemesis: Cyclops3,Nemesis: Cyclops2P,Nemesis: CyclopsSide-Scheme (S),X:C,X:CNemesis,X:C1
X:C,29,Nemesis,Cyclops,,1,Mister Sinister,,Nemesis: Cyclops2☆,Nemesis: Cyclops-,Nemesis: CyclopsMinion (S),X:C,X:CNemesis,X:C1
X:C,30,Nemesis,Cyclops,,2,Gene Therapy,,Nemesis: Cyclops2,Nemesis: Cyclops-,Nemesis: CyclopsAttachment,X:C,X:CNemesis,X:C2
X:C,31,Nemesis,Cyclops,,1,Concussive Force,,Nemesis: Cyclops2,Nemesis: Cyclops-,Nemesis: CyclopsTreachery,X:C,X:CNemesis,X:C1
X:C,32,Aspect,Aggression,,3,Marked,,Aspect: AggressionPhysical,Aspect: Aggression0,Aspect: AggressionUpgrade,X:C,X:CAspect: Aggression,X:C3
X:C,33,Aspect,Justice,,3,Befuddle,,Aspect: JusticePhysical,Aspect: Justice0,Aspect: JusticeUpgrade,X:C,X:CAspect: Justice,X:C3
X:C,34,Aspect,Protection,,3,Pinned Down (H),,Aspect: ProtectionPhysical,Aspect: Protection0,Aspect: ProtectionUpgrade,X:C,X:CAspect: Protection,X:C3
X:C,35,Basic,,,3,Honorary X-Men,,Basic: Energy,Basic: 0,Basic: Upgrade,X:C,X:CBasic,X:C3
X:P,1A,Hero,Phoenix,,1,Jean Grey,,Hero: Phoenix-,Hero: Phoenix-,Hero: Phoenix Alter-Ego,X:P,X:PHero,X:P1
X:P,1B,Hero,Phoenix,,-,Phoenix,,Hero: Phoenix-,Hero: Phoenix-,Hero: Phoenix Hero,X:P,X:PHero,X:P-
X:P,2A,Hero,Phoenix,1,1,Phoenix Force (R),,Hero: PhoenixMental,Hero: Phoenix-,Hero: PhoenixUpgrade,X:P,X:PHero,X:P1
X:P,2B,Hero,Phoenix,1,-,Phoenix Force (U),,Hero: PhoenixPhysical,Hero: Phoenix-,Hero: PhoenixUpgrade,X:P,X:PHero,X:P-
X:P,3,Hero,Phoenix,2,1,Cyclops / Scott Summers,,Hero: PhoenixWild,Hero: Phoenix3,Hero: PhoenixAlly,X:P,X:PHero,X:P1
X:P,4,Hero,Phoenix,3,1,White Hot Room,,Hero: PhoenixMental,Hero: Phoenix2,Hero: PhoenixSupport,X:P,X:PHero,X:P1
X:P,5,Hero,Phoenix,4,1,Phoenix Suit,,Hero: PhoenixPhysical,Hero: Phoenix2,Hero: PhoenixUpgrade,X:P,X:PHero,X:P1
X:P,6,Hero,Phoenix,5,1,Rise from the Ashes,,Hero: PhoenixEnergy,Hero: Phoenix3,Hero: PhoenixUpgrade,X:P,X:PHero,X:P1
X:P,7,Hero,Phoenix,6,1,Telekinetic Shield,,Hero: PhoenixPhysical,Hero: Phoenix2,Hero: PhoenixUpgrade,X:P,X:PHero,X:P1
X:P,8,Hero,Phoenix,7,1,Mental Paralysis,,Hero: PhoenixMental,Hero: Phoenix2,Hero: PhoenixUpgrade,X:P,X:PHero,X:P1
X:P,9,Hero,Phoenix,8,1,Mind Control,,Hero: PhoenixMental,Hero: Phoenix4,Hero: PhoenixUpgrade,X:P,X:PHero,X:P1
X:P,10,Hero,Phoenix,9-10,2,Telekinetic Attack,,Hero: PhoenixPhysical,Hero: Phoenix3,Hero: PhoenixEvent,X:P,X:PHero,X:P2
X:P,11,Hero,Phoenix,11-12,2,Psychic Blast,,Hero: PhoenixEnergy,Hero: Phoenix2,Hero: PhoenixEvent,X:P,X:PHero,X:P2
X:P,12,Hero,Phoenix,13-14,2,Telepathic Trickery,,Hero: PhoenixMental,Hero: Phoenix2,Hero: PhoenixEvent,X:P,X:PHero,X:P2
X:P,13,Hero,Phoenix,15-16,2,Phoenix Firebird,,Hero: PhoenixEnergy,Hero: Phoenix1,Hero: PhoenixEvent,X:P,X:PHero,X:P2
X:P,14,Aspect,Justice,,1,Banshee / Sean Cassidy,,Aspect: JusticeEnergy,Aspect: Justice4,Aspect: JusticeAlly,X:P,X:PAspect: Justice,X:P1
X:P,15,Aspect,Justice,,1,Marvel Girl / Rachel Summers,,Aspect: JusticeMental,Aspect: Justice3,Aspect: JusticeAlly,X:P,X:PAspect: Justice,X:P1
X:P,16,Aspect,Justice,,3,Mission Training,,Aspect: JusticeMental,Aspect: Justice1,Aspect: JusticeUpgrade,X:P,X:PAspect: Justice,X:P3
X:P,17,Aspect,Justice,,3,Psychic Manipulation,,Aspect: JusticeEnergy,Aspect: Justice3,Aspect: JusticeEvent,X:P,X:PAspect: Justice,X:P3
X:P,18,Aspect,Justice,,3,Mutant Peacekeepers,,Aspect: JusticePhysical,Aspect: Justice1,Aspect: JusticeEvent,X:P,X:PAspect: Justice,X:P3
X:P,19,Aspect,Justice,,3,Swift Retribution (X),.N,Aspect: JusticeMental,Aspect: Justice1,Aspect: JusticeEvent,X:P.N,X:PAspect: Justice,X:P3
X:P,20,Aspect,Justice,,2,Passion for Justice,,Aspect: JusticeWild,Aspect: Justice-,Aspect: JusticeResource,X:P,X:PAspect: Justice,X:P2
X:P,21,Basic,,,1,Storm / Ororo Munroe,,Basic: Energy,Basic: 5,Basic: Ally,X:P,X:PBasic,X:P1
X:P,22,Basic,,,1,Cerebro,,Basic: Mental,Basic: 1,Basic: Support,X:P,X:PBasic,X:P1
X:P,23,Basic,,,1,Psychic Rapport,.TU,Basic: Mental,Basic: 2,Basic: Event,X:P.TU,X:PBasic,X:P1
X:P,24,Basic,,,1,Energy (X),.R,Basic: Energy,Basic: -,Basic: Resource,X:P.R,X:PBasic,X:P1
X:P,25,Basic,,,1,Genius (X),.R,Basic: Mental,Basic: -,Basic: Resource,X:P.R,X:PBasic,X:P1
X:P,26,Basic,,,1,Strength (X),.R,Basic: Physical,Basic: -,Basic: Resource,X:P.R,X:PBasic,X:P1
X:P,27,Basic,,,3,Down Time (X),.N,Basic: Physical,Basic: 1,Basic: Upgrade,X:P.N,X:PBasic,X:P3
X:P,28,Obligation,Phoenix,,1,Burning Hunger,,Obligation: Phoenix2,Obligation: Phoenix-,Obligation: PhoenixObligation,X:P,X:PObligation,X:P1
X:P,29,Nemesis,Phoenix,1,1,Dark Phoenix,,Nemesis: Phoenix3,Nemesis: Phoenix-,Nemesis: PhoenixMinion,X:P,X:PNemesis,X:P1
X:P,30,Nemesis,Phoenix,2,1,Consume the World,,Nemesis: Phoenix3,Nemesis: Phoenix6,Nemesis: PhoenixSide-Scheme (S),X:P,X:PNemesis,X:P1
X:P,31,Nemesis,Phoenix,3-5,3,Fiery Rage,,Nemesis: Phoenix2,Nemesis: Phoenix-,Nemesis: PhoenixTreachery,X:P,X:PNemesis,X:P3
X:P,32,Aspect,Aggression,,3,Psychic Assault,,Aspect: AggressionEnergy,Aspect: Aggression2,Aspect: AggressionEvent,X:P,X:PAspect: Aggression,X:P3
X:P,33,Aspect,Leadership,,3,Psychic Kicker,,Aspect: LeadershipEnergy,Aspect: Leadership0,Aspect: LeadershipEvent,X:P,X:PAspect: Leadership,X:P3
X:P,34,Aspect,Protection,,3,Psychic Misdirection,,Aspect: ProtectionEnergy,Aspect: Protection2,Aspect: ProtectionEvent,X:P,X:PAspect: Protection,X:P3
X:P,35,Basic,,,2,Soul Sisters,,Basic: Energy,Basic: 1,Basic: Event,X:P,X:PBasic,X:P2
X:MM,1A,Scenario,MaGog,1,1,MaGog A,,Scenario: MaGog-,Scenario: MaGog-,Scenario: MaGog  Villain,X:MM,X:MMScenario,X:MM1
X:MM,1B,Scenario,MaGog,1,-,MaGog B,,Scenario: MaGog-,Scenario: MaGog-,Scenario: MaGog  Villain,X:MM,X:MMScenario,X:MM-
X:MM,2,Scenario,MaGog,2,1,Melee in the Mojo-seum (1),,Scenario: MaGog-,Scenario: MaGog1P,Scenario: MaGog Main Scheme,X:MM,X:MMScenario,X:MM1
X:MM,3A,Scenario,MaGog,3,1,The Champion (boo),,Scenario: MaGog-,Scenario: MaGog-,Scenario: MaGogEnvironment (S),X:MM,X:MMScenario,X:MM1
X:MM,3B,Scenario,MaGog,3,-,The Champion (cheer),,Scenario: MaGog-,Scenario: MaGog-,Scenario: MaGogEnvironment (S),X:MM,X:MMScenario,X:MM-
X:MM,4A,Scenario,MaGog,4,1,The Challengers (boo),,Scenario: MaGog-,Scenario: MaGog-,Scenario: MaGogEnvironment (S),X:MM,X:MMScenario,X:MM1
X:MM,4B,Scenario,MaGog,4,-,The Challengers (cheer),,Scenario: MaGog-,Scenario: MaGog-,Scenario: MaGogEnvironment (S),X:MM,X:MMScenario,X:MM-
X:MM,5,Scenario,MaGog,5,1,Jolt of Adrenaline,,Scenario: MaGog☆,Scenario: MaGog-,Scenario: MaGogAttachment,X:MM,X:MMScenario,X:MM1
X:MM,6,Scenario,MaGog,6,1,Surge of Aggression,,Scenario: MaGog☆,Scenario: MaGog-,Scenario: MaGogAttachment,X:MM,X:MMScenario,X:MM1
X:MM,7,Scenario,MaGog,7,1,Surprise Contendor,,Scenario: MaGog3,Scenario: MaGog-,Scenario: MaGogMinion,X:MM,X:MMScenario,X:MM1
X:MM,8,Scenario,MaGog,8,1,Pump Up the Crowd,,Scenario: MaGog3,Scenario: MaGog4P,Scenario: MaGogSide-Scheme,X:MM,X:MMScenario,X:MM1
X:MM,9,Scenario,MaGog,9,1,Break a Leg,,Scenario: MaGog2,Scenario: MaGog-,Scenario: MaGogTreachery,X:MM,X:MMScenario,X:MM1
X:MM,10,Scenario,MaGog,10-11,2,Defend the Title,,Scenario: MaGog1,Scenario: MaGog-,Scenario: MaGogTreachery,X:MM,X:MMScenario,X:MM2
X:MM,11,Scenario,MaGog,12,1,Stage Fright,,Scenario: MaGog☆,Scenario: MaGog-,Scenario: MaGogTreachery,X:MM,X:MMScenario,X:MM1
X:MM,12A,Scenario,Spiral,1,1,Spiral I,,Scenario: Spiral-,Scenario: Spiral-,Scenario: Spiral  Villain,X:MM,X:MMScenario,X:MM1
X:MM,12B,Scenario,Spiral,1,-,Spiral I (Cornered),,Scenario: Spiral-,Scenario: Spiral-,Scenario: Spiral  Villain,X:MM,X:MMScenario,X:MM-
X:MM,13A,Scenario,Spiral,2,1,Spiral II,,Scenario: Spiral-,Scenario: Spiral-,Scenario: Spiral  Villain,X:MM,X:MMScenario,X:MM1
X:MM,13B,Scenario,Spiral,2,-,Spiral II (Cornered),,Scenario: Spiral-,Scenario: Spiral-,Scenario: Spiral  Villain,X:MM,X:MMScenario,X:MM-
X:MM,14A,Scenario,Spiral,3,1,Spiral III,,Scenario: Spiral-,Scenario: Spiral-,Scenario: Spiral  Villain,X:MM,X:MMScenario,X:MM1
X:MM,14B,Scenario,Spiral,3,-,Spiral III (Cornered),,Scenario: Spiral-,Scenario: Spiral-,Scenario: Spiral  Villain,X:MM,X:MMScenario,X:MM-
X:MM,15,Scenario,Spiral,4,1,Across the Mojoverse (1),,Scenario: Spiral-,Scenario: Spiral1P,Scenario: Spiral Main scheme,X:MM,X:MMScenario,X:MM1
X:MM,16,Scenario,Spiral,5,1,The Search for Spiral,,Scenario: Spiral-,Scenario: Spiral3P,Scenario: SpiralSide-Scheme (S),X:MM,X:MMScenario,X:MM1
X:MM,17,Scenario,Spiral,6,1,Cornered,,Scenario: Spiral-,Scenario: Spiral-,Scenario: SpiralTreachery,X:MM,X:MMScenario,X:MM1
X:MM,18,Scenario,Spiral,7-8,2,Spiral's Swords,,Scenario: Spiral3,Scenario: Spiral-,Scenario: SpiralAttachment,X:MM,X:MMScenario,X:MM2
X:MM,19,Scenario,Spiral,9-10,2,Erratic Teleportation,,Scenario: Spiral1,Scenario: Spiral-,Scenario: SpiralTreachery,X:MM,X:MMScenario,X:MM2
X:MM,20,Scenario,Spiral,11,1,The Show Must Go On,,Scenario: Spiral3,Scenario: Spiral-,Scenario: SpiralTreachery,X:MM,X:MMScenario,X:MM1
X:MM,21,Scenario,Spiral,12,1,Well-Armed,,Scenario: Spiral1,Scenario: Spiral-,Scenario: SpiralTreachery,X:MM,X:MMScenario,X:MM1
X:MM,22,Scenario,Mojo,1,1,Mojo I,,Scenario: Mojo-,Scenario: Mojo-,Scenario: Mojo  Villain,X:MM,X:MMScenario,X:MM1
X:MM,23,Scenario,Mojo,2,1,Mojo II,,Scenario: Mojo-,Scenario: Mojo-,Scenario: Mojo  Villain,X:MM,X:MMScenario,X:MM1
X:MM,24,Scenario,Mojo,3,1,Mojo III,,Scenario: Mojo-,Scenario: Mojo-,Scenario: Mojo  Villain,X:MM,X:MMScenario,X:MM1
X:MM,25,Scenario,Mojo,4,1,MojoMania (1),,Scenario: Mojo-,Scenario: Mojo10P,Scenario: Mojo Main Scheme,X:MM,X:MMScenario,X:MM1
X:MM,26A,Scenario,Mojo,5,1,Wheel of Genres (Spinning),,Scenario: Mojo-,Scenario: Mojo-,Scenario: MojoEnvironment (S),X:MM,X:MMScenario,X:MM1
X:MM,26B,Scenario,Mojo,5,-,Wheel of Genres (Stopped),,Scenario: Mojo-,Scenario: Mojo-,Scenario: MojoEnvironment (S),X:MM,X:MMScenario,X:MM-
X:MM,27,Scenario,Mojo,6,1,Major Domo,,Scenario: Mojo3,Scenario: Mojo-,Scenario: MojoAttachment,X:MM,X:MMScenario,X:MM1
X:MM,28,Scenario,Mojo,7,1,Stinger Tail,,Scenario: Mojo☆,Scenario: Mojo-,Scenario: MojoAttachment,X:MM,X:MMScenario,X:MM1
X:MM,29,Scenario,Mojo,8-9,2,Supporting Actor,,Scenario: Mojo1☆,Scenario: Mojo-,Scenario: MojoMinion,X:MM,X:MMScenario,X:MM2
X:MM,30,Scenario,Mojo,10,1,Papparazzi,,Scenario: Mojo2,Scenario: Mojo-,Scenario: MojoObligation,X:MM,X:MMScenario,X:MM1
X:MM,31,Scenario,Mojo,11,1,Undercover Mojo,,Scenario: Mojo3,Scenario: Mojo2+2P,Scenario: MojoSide-Scheme,X:MM,X:MMScenario,X:MM1
X:MM,32,Scenario,Mojo,12-13,2,Curtain Call,,Scenario: Mojo☆,Scenario: Mojo-,Scenario: MojoTreachery,X:MM,X:MMScenario,X:MM2
X:MM,33,Scenario,Mojo,14-15,2,Director's Directions,,Scenario: Mojo1,Scenario: Mojo-,Scenario: MojoTreachery,X:MM,X:MMScenario,X:MM2
X:MM,34,Scenario,Mojo,16,1,Top Billing,,Scenario: Mojo1☆,Scenario: Mojo-,Scenario: MojoTreachery,X:MM,X:MMScenario,X:MM1
X:MM,35,Module,Crime,1,1,Dial M for Mojo,,Module: Crime1,Module: Crime-,Module: CrimeEnvironment,X:MM,X:MMModule,X:MM1
X:MM,36,Module,Crime,2,1,Build the Case,,Module: Crime1,Module: Crime-,Module: CrimeObligation,X:MM,X:MMModule,X:MM1
X:MM,37,Module,Crime,3,1,Crime Scene Investigation,,Module: Crime2,Module: Crime5+1P,Module: CrimeSide-Scheme,X:MM,X:MMModule,X:MM1
X:MM,38,Module,Crime,4,1,Law & Order,,Module: Crime3,Module: Crime5+1P,Module: CrimeSide-Scheme,X:MM,X:MMModule,X:MM1
X:MM,39,Module,Crime,5,1,Dragnet,,Module: Crime2,Module: Crime5+1P,Module: CrimeSide-Scheme,X:MM,X:MMModule,X:MM1
X:MM,40,Module,Crime,6,1,"""Elementary, My Dear Mojo""",,Module: Crime0,Module: Crime-,Module: CrimeTreachery,X:MM,X:MMModule,X:MM1
X:MM,41,Module,Fantasy,1,1,A Game of Mojos,,Module: Fantasy1,Module: Fantasy-,Module: FantasyEnvironment,X:MM,X:MMModule,X:MM1
X:MM,42,Module,Fantasy,2,1,Dragon,,Module: Fantasy4,Module: Fantasy-,Module: FantasyMinion,X:MM,X:MMModule,X:MM1
X:MM,43,Module,Fantasy,3,1,Goblin,,Module: Fantasy0,Module: Fantasy-,Module: FantasyMinion,X:MM,X:MMModule,X:MM1
X:MM,44,Module,Fantasy,4,1,Troll,,Module: Fantasy2,Module: Fantasy-,Module: FantasyMinion,X:MM,X:MMModule,X:MM1
X:MM,45,Module,Fantasy,5,1,Fetch Quest,,Module: Fantasy☆,Module: Fantasy6P,Module: FantasySide-Scheme,X:MM,X:MMModule,X:MM1
X:MM,46,Module,Fantasy,6,1,Mana Drain,,Module: Fantasy☆,Module: Fantasy-,Module: FantasyTreachery,X:MM,X:MMModule,X:MM1
X:MM,47,Module,Horror,1,1,The Mojo Files,,Module: Horror1,Module: Horror-,Module: HorrorEnvironment,X:MM,X:MMModule,X:MM1
X:MM,48,Module,Horror,2,1,Bandolier of Stakes,,Module: Horror1,Module: Horror-,Module: HorrorAttachment,X:MM,X:MMModule,X:MM1
X:MM,49,Module,Horror,3,1,Cultist,,Module: Horror1,Module: Horror-,Module: HorrorMinion,X:MM,X:MMModule,X:MM1
X:MM,50,Module,Horror,4,1,The Kraken,,Module: Horror3,Module: Horror-,Module: HorrorMinion,X:MM,X:MMModule,X:MM1
X:MM,51,Module,Horror,5,1,Vampire,,Module: Horror2,Module: Horror-,Module: HorrorMinion,X:MM,X:MMModule,X:MM1
X:MM,52,Module,Horror,6,1,Werewolf Pack,,Module: Horror2,Module: Horror-,Module: HorrorMinion,X:MM,X:MMModule,X:MM1
X:MM,53,Module,Sci-Fi,1,1,Mojo Runner,,Module: Sci-Fi1,Module: Sci-Fi-,Module: Sci-FiEnvironment,X:MM,X:MMModule,X:MM1
X:MM,54,Module,Sci-Fi,2,1,Avalanche 9.0,,Module: Sci-Fi1☆,Module: Sci-Fi-,Module: Sci-FiMinion,X:MM,X:MMModule,X:MM1
X:MM,55,Module,Sci-Fi,3,1,Blob 3.14,,Module: Sci-Fi1☆,Module: Sci-Fi-,Module: Sci-FiMinion,X:MM,X:MMModule,X:MM1
X:MM,56,Module,Sci-Fi,4,1,Magneto 2.6,,Module: Sci-Fi3,Module: Sci-Fi-,Module: Sci-FiMinion,X:MM,X:MMModule,X:MM1
X:MM,57,Module,Sci-Fi,5,1,Pyro 4.0,,Module: Sci-Fi☆,Module: Sci-Fi-,Module: Sci-FiMinion,X:MM,X:MMModule,X:MM1
X:MM,58,Module,Sci-Fi,6,1,Toad 2.0,,Module: Sci-Fi2,Module: Sci-Fi-,Module: Sci-FiMinion,X:MM,X:MMModule,X:MM1
X:MM,59,Module,Sci-Fi,7,1,ICE-teroid M,,Module: Sci-Fi3,Module: Sci-Fi2P,Module: Sci-FiSide-Scheme,X:MM,X:MMModule,X:MM1
X:MM,60,Module,Sitcom,1,1,Mojo in the Middle,,Module: Sitcom1,Module: Sitcom-,Module: SitcomEnvironment,X:MM,X:MMModule,X:MM1
X:MM,61,Module,Sitcom,2,1,Family Matters,,Module: Sitcom3,Module: Sitcom-,Module: SitcomObligation,X:MM,X:MMModule,X:MM1
X:MM,62,Module,Sitcom,3,1,Growing Pains,,Module: Sitcom0,Module: Sitcom-,Module: SitcomObligation,X:MM,X:MMModule,X:MM1
X:MM,63,Module,Sitcom,4,1,The Odd Couple,,Module: Sitcom1,Module: Sitcom-,Module: SitcomObligation,X:MM,X:MMModule,X:MM1
X:MM,64,Module,Sitcom,5,1,The One with the Breakup,,Module: Sitcom2,Module: Sitcom-,Module: SitcomObligation,X:MM,X:MMModule,X:MM1
X:MM,65,Module,Sitcom,6,1,Watch Me Play,,Module: Sitcom2,Module: Sitcom-,Module: SitcomObligation,X:MM,X:MMModule,X:MM1
X:MM,66,Module,Western,1,1,Wild Wild Mojo,,Module: Western1,Module: Western-,Module: WesternEnvironment,X:MM,X:MMModule,X:MM1
X:MM,67,Module,Western,2,1,Dead or Alive,,Module: Western2,Module: Western-,Module: WesternAttachment,X:MM,X:MMModule,X:MM1
X:MM,68,Module,Western,2,1,Card Shark,,Module: Western3,Module: Western-,Module: WesternMinion,X:MM,X:MMModule,X:MM1
X:MM,69,Module,Western,4-5,2,Gunslinger,,Module: Western1,Module: Western-,Module: WesternMinion,X:MM,X:MMModule,X:MM2
X:MM,70,Module,Western,6,1,A Game of Cards,,Module: Western0,Module: Western-,Module: WesternTreachery,X:MM,X:MMModule,X:MM1
X:MM,71,Module,Longshot,1,1,Longshot (C),,Module: LongshotWild,Module: Longshot-,Module: LongshotAlly,X:MM,X:MMModule,X:MM1
X:W,1A,Hero,Wolverine,,1,Logan,,Hero: Wolverine-,Hero: Wolverine-,Hero: Wolverine Alter-Ego,X:W,X:WHero,X:W1
X:W,1B,Hero,Wolverine,,-,Wolverine,,Hero: Wolverine-,Hero: Wolverine-,Hero: Wolverine Hero,X:W,X:WHero,X:W-
X:W,2,Hero,Wolverine,1,1,Wolverine's Claws,,Hero: WolverinePhysical,Hero: Wolverine-,Hero: WolverineUpgrade,X:W,X:WHero,X:W1
X:W,3,Hero,Wolverine,2,1,Jubilee / Jubilation Lee (H),,Hero: WolverineWild,Hero: Wolverine2,Hero: WolverineAlly,X:W,X:WHero,X:W1
X:W,4,Hero,Wolverine,3,1,Adamantium Skeleton,,Hero: WolverinePhysical,Hero: Wolverine2,Hero: WolverineUpgrade,X:W,X:WHero,X:W1
X:W,5,Hero,Wolverine,4,1,Berserker Frenzy,,Hero: WolverineMental,Hero: Wolverine2,Hero: WolverineUpgrade,X:W,X:WHero,X:W1
X:W,6,Hero,Wolverine,5,1,"""I Got Better""",,Hero: WolverineEnergy,Hero: Wolverine4,Hero: WolverineUpgrade,X:W,X:WHero,X:W1
X:W,7,Hero,Wolverine,6,1,Logan's Cabin,,Hero: WolverineMental,Hero: Wolverine1,Hero: WolverineSupport,X:W,X:WHero,X:W1
X:W,8,Hero,Wolverine,7-8,2,Berserker Barrage,,Hero: WolverinePhysical,Hero: Wolverine2,Hero: WolverineEvent,X:W,X:WHero,X:W2
X:W,9,Hero,Wolverine,9-10,2,Slice and Dice (Wo),,Hero: WolverineEnergy,Hero: Wolverine3,Hero: WolverineEvent,X:W,X:WHero,X:W2
X:W,10,Hero,Wolverine,11-12,2,Lunging Strike,,Hero: WolverinePhysical,Hero: Wolverine3,Hero: WolverineEvent,X:W,X:WHero,X:W2
X:W,11,Hero,Wolverine,13-14,2,Track by Scent,,Hero: WolverineMental,Hero: Wolverine2,Hero: WolverineEvent,X:W,X:WHero,X:W2
X:W,12,Hero,Wolverine,15-16,2,Regenerative Healing (Wo),,Hero: WolverineEnergy,Hero: Wolverine1,Hero: WolverineEvent,X:W,X:WHero,X:W2
X:W,13,Aspect,Aggression,,1,Psylocke / Betsy Braddock,,Aspect: AggressionMental,Aspect: Aggression4,Aspect: AggressionAlly,X:W,X:WAspect: Aggression,X:W1
X:W,14,Aspect,Aggression,,1,Sunfire / Shiro Yoshida,,Aspect: AggressionEnergy,Aspect: Aggression2,Aspect: AggressionAlly,X:W,X:WAspect: Aggression,X:W1
X:W,15,Aspect,Aggression,,3,Battle Fury (X),.N,Aspect: AggressionEnergy,Aspect: Aggression1,Aspect: AggressionUpgrade,X:W.N,X:WAspect: Aggression,X:W3
X:W,16,Aspect,Aggression,,3,Warrior Skill,,Aspect: AggressionMental,Aspect: Aggression2,Aspect: AggressionUpgrade,X:W,X:WAspect: Aggression,X:W3
X:W,17,Aspect,Aggression,,3,Outta my Way!,,Aspect: AggressionPhysical,Aspect: Aggression2,Aspect: AggressionEvent,X:W,X:WAspect: Aggression,X:W3
X:W,18,Aspect,Aggression,,3,Precision Strike,,Aspect: AggressionMental,Aspect: Aggression1,Aspect: AggressionEvent,X:W,X:WAspect: Aggression,X:W3
X:W,19,Aspect,Aggression,,3,Mean Swing (X),.N,Aspect: AggressionPhysical,Aspect: Aggression0,Aspect: AggressionEvent,X:W.N,X:WAspect: Aggression,X:W3
X:W,20,Aspect,Aggression,,2,Aggressive Energy,.Y,Aspect: AggressionWild,Aspect: Aggression-,Aspect: AggressionResource,X:W.Y,X:WAspect: Aggression,X:W2
X:W,21,Basic,,,1,Colossus / Piotr Rasputin,.Y,Basic: Physical,Basic: 4,Basic: Ally,X:W.Y,X:WBasic,X:W1
X:W,22,Basic,,,1,Weapon X,,Basic: Mental,Basic: 1,Basic: Support,X:W,X:WBasic,X:W1
X:W,23,Basic,,,2,Fastball Special,,Basic: Energy,Basic: 1,Basic: Event,X:W,X:WBasic,X:W2
X:W,24,Basic,,,1,Energy (X),.R,Basic: Energy,Basic: -,Basic: Resource,X:W.R,X:WBasic,X:W1
X:W,25,Basic,,,1,Genius (X),.R,Basic: Mental,Basic: -,Basic: Resource,X:W.R,X:WBasic,X:W1
X:W,26,Basic,,,1,Strength (X),.R,Basic: Physical,Basic: -,Basic: Resource,X:W.R,X:WBasic,X:W1
X:W,27,Obligation,Wolverine,,1,Past Demons,,Obligation: Wolverine2,Obligation: Wolverine-,Obligation: WolverineObligation,X:W,X:WObligation,X:W1
